CÓDIGO,NOME,IMAGEM,CNPJ,SETOR ECONÔMICO,SUBSETOR,SEGMENTO / ADM / PAÍS,TIPO,SEGMENTO
CFG,Citizens Financial Group Inc,,,,,EUA,Stock,
CFR,Cullen/Frost Bankers Inc,,,,,EUA,Stock,
CFX,Colefax Group Plc,,,,,EUA,Stock,
CG,Carlyle Group Inc,,,,,EUA,Stock,
CGBD,Carlyle Secured Lending Inc,,,,,EUA,Stock,
CGC,Canopy Growth Corp,,,,,EUA,Stock,
CGEN,Compugen Ltd,,,,,EUA,Stock,
CGNT,Cognyte Software Ltd,,,,,EUA,Stock,
CGNX,Cognex Corp,,,,,EUA,Stock,
CGRO,CoreValues Alpha Greater China Growth ETF,,,,,EUA,Stock,
CHCI,Comstock Holding Companies Inc,,,,,EUA,Stock,
CHCO,City Holding Co,,,,,EUA,Stock,
CHD,Church & Dwight Co Inc,,,,,EUA,Stock,
CHDN,Churchill Downs Inc,,,,,EUA,Stock,
CHE,Chemed Corp,,,,,EUA,Stock,
CHEF,Chefs' Warehouse Inc,,,,,EUA,Stock,
CHEK,Diastika Biotekindo Tbk PT,,,,,EUA,Stock,
CHGG,Chegg Inc,,,,,EUA,Stock,
CHH,Choice Hotels International Inc,,,,,EUA,Stock,
CHKP,Check Point Software Technologies Ltd,,,,,EUA,Stock,
CHMG,Chemung Financial Corp,,,,,EUA,Stock,
CHNR,China Natural Resources Inc,,,,,EUA,Stock,
CHPT,ChargePoint Holdings Inc,,,,,EUA,Stock,
CHRS,Coherus Oncology Inc,,,,,EUA,Stock,
CHRW,CH Robinson Worldwide Inc,,,,,EUA,Stock,
CHS,Comprehensive Healthcare Systems Inc,,,,,EUA,Stock,
CHT,Chunghwa Telecom Co Ltd,,,,,EUA,Stock,
CHTR,Charter Communications Inc,,,,,EUA,Stock,
CHWY,Chewy Inc,,,,,EUA,Stock,
CI,Cigna Group,,,,,EUA,Stock,
CIA,Citizens Inc,,,,,EUA,Stock,
CIB,Grupo Cibest SA ADR,,,,,EUA,Stock,
CIEN,Ciena Corp,,,,,EUA,Stock,
CIG,Companhia Energetica Minas Gerais ADR Repstg One Pref Shs,,,,,EUA,Stock,
CIG.C,Companhia Energ ADR Reptg One Ord Shs,,,,,EUA,Stock,
CIGI,Colliers International Group Inc,,,,,EUA,Stock,
CINF,Cincinnati Financial Corp,,,,,EUA,Stock,
CINT,Ci&T Inc,,,,,EUA,Stock,
CIR,Cir SpA Compagnie Industriali Riunite,,,,,EUA,Stock,
CIT,Cintas Corp,,,,,EUA,Stock,
CIVB,Civista Bancshares Inc,,,,,EUA,Stock,
CIZN,Citizens Holding Co,,,,,EUA,Stock,
CL,Colgate-Palmolive Co,,,,,EUA,Stock,
CLA,Celsius Resources Ltd,,,,,EUA,Stock,
CLAR,Clarus Corp,,,,,EUA,Stock,
CLB,Core Laboratories Inc,,,,,EUA,Stock,
CLBK,Columbia Financial Inc,,,,,EUA,Stock,
CLBS,Celebrus Technologies PLC,,,,,EUA,Stock,
CLDX,Celldex Therapeutics Inc,,,,,EUA,Stock,
CLF,Cleveland-Cliffs Inc,,,,,EUA,Stock,
CLFD,Clearfield Inc,,,,,EUA,Stock,
CLGN,Collplant Biotechnologies Ltd - ADR,,,,,EUA,Stock,
CLH,Clean Harbors Inc,,,,,EUA,Stock,
CLIR,Clearsign Technologies Corp,,,,,EUA,Stock,
CLLS,Cellectis SA,,,,,EUA,Stock,
CLMT,Calumet Inc,,,,,EUA,Stock,
CLNE,Clean Energy Fuels Corp,,,,,EUA,Stock,
CLOV,Clover Health Investments Corp,,,,,EUA,Stock,
CLPS,CLPS Inc,,,,,EUA,Stock,
CLPT,Clearpoint Neuro Inc,,,,,EUA,Stock,
CLR,Clerhp Estructuras SA,,,,,EUA,Stock,
CLRB,Cellectar Biosciences Inc,,,,,EUA,Stock,
CLRO,Clearone Inc,,,,,EUA,Stock,
CLS,Celestica Inc,,,,,EUA,Stock,
CLSK,CleanSpark Inc,,,,,EUA,Stock,
CLVT,CLARIVATE PLC,,,,,EUA,Stock,
CLW,Clearwater Paper Corp,,,,,EUA,Stock,
CLWT,Euro Tech Holdings Company Ltd,,,,,EUA,Stock,
CLX,Clorox Co,,,,,EUA,Stock,
CM,Canadian Imperial Bank of Commerce,,,,,EUA,Stock,
CMA,Carma Ltd,,,,,EUA,Stock,
CMC,Commercial Metals Co,,,,,EUA,Stock,
CMCL,Caledonia Mining Corporation PLC,,,,,EUA,Stock,
CMCM,Cheetah Mobile Inc,,,,,EUA,Stock,
CMCO,Columbus McKinnon Corp,,,,,EUA,Stock,
CMCSA,Comcast Corp,,,,,EUA,Stock,
CMD,Cassius Mining Ltd,,,,,EUA,Stock,
CME,CME Group Inc,,,,,EUA,Stock,
CMG,Chipotle Mexican Grill Inc,,,,,EUA,Stock,
CMI,Cummins Inc,,,,,EUA,Stock,
CMP,"Compass Minerals International, Inc.",,,,,EUA,Stock,
CMPI,CT Global Managed Portfolio Trust PLC Income,,,,,EUA,Stock,
CMPR,Cimpress PLC,,,,,EUA,Stock,
CMPS,Compass Pathways PLC,,,,,EUA,Stock,
CMRE,Costamare Inc,,,,,EUA,Stock,
CMS,CMS Energy Corp,,,,,EUA,Stock,
CMSA,CMS Energy 5.625 Junior Subordinated Notes Exp 2078,,,,,EUA,Stock,
CMSC,CMS Energy 5 875 Junior Subordinated Notes due 15 Oct 2078,,,,,EUA,Stock,
CMSD,CMS Energy 5.875 Junior Subordinated Notes Exp 1 March 2079,,,,,EUA,Stock,
CMTL,Comtech Telecommunications Corp,,,,,EUA,Stock,
CNA,Cna Financial Corp,,,,,EUA,Stock,
CNC,Centene Corp,,,,,EUA,Stock,
CNDT,Conduent Inc,,,,,EUA,Stock,
CNET,ZW Data Action Technologies Inc,,,,,EUA,Stock,
CNF,CNFinance Holdings Ltd - ADR,,,,,EUA,Stock,
CNHI,CNH Industrial NV,,,,,EUA,Stock,
CNI,Canadian National Railway Co,,,,,EUA,Stock,
CNK,"Cinemark Holdings, Inc.",,,,,EUA,Stock,
CNMD,Conmed Corp,,,,,EUA,Stock,
CNNE,Cannae Holdings Inc,,,,,EUA,Stock,
CNO,CNO Financial Group Inc,,,,,EUA,Stock,
CNOB,ConnectOne Bancorp Inc,,,,,EUA,Stock,
CNP,CenterPoint Energy Inc,,,,,EUA,Stock,
CNQ,Canadian Natural Resources Ltd,,,,,EUA,Stock,
CNR,Core Natural Resources Inc,,,,,EUA,Stock,
CNS,"Cohen & Steers, Inc.",,,,,EUA,Stock,
CNSL,Cambridge Nutritional Sciences PLC,,,,,EUA,Stock,
CNSP,CNS Pharmaceuticals Inc,,,,,EUA,Stock,
CNTY,Century Casinos Inc,,,,,EUA,Stock,
CNX,CNX Resources Corp,,,,,EUA,Stock,
CNXC,Concentrix Corp,,,,,EUA,Stock,
CNXN,PC Connection Inc,,,,,EUA,Stock,
CO,Casino Guichard Perrachon SA,,,,,EUA,Stock,
COCP,Cocrystal Pharma Inc,,,,,EUA,Stock,
CODA,Coda Octopus Group Inc,,,,,EUA,Stock,
CODI,Compass Diversified Holdings,,,,,EUA,Stock,
CODX,Co-Diagnostics Inc,,,,,EUA,Stock,
COE,51Talk Online Education Group,,,,,EUA,Stock,
COF,Capital One Financial Corp,,,,,EUA,Stock,
COFS,Choiceone Financial Services Inc,,,,,EUA,Stock,
COG,Cambridge Cognition Holdings PLC,,,,,EUA,Stock,
COGT,Cogent Biosciences Inc,,,,,EUA,Stock,
COHR,Coherent Corp,,,,,EUA,Stock,
COHU,Cohu Inc,,,,,EUA,Stock,
COIN,Coinbase Global Inc,,,,,EUA,Stock,
COKE,Coca-Cola Consolidated Inc,,,,,EUA,Stock,
COLB,Columbia Banking System Inc,,,,,EUA,Stock,
COLL,Collegium Pharmaceutical Inc,,,,,EUA,Stock,
COLM,Columbia Sportswear Co,,,,,EUA,Stock,
COMM,iShares Diversified Commodity Swap UCITS ETF USD A,,,,,EUA,Stock,
CONN,Continental AG,,,,,EUA,Stock,
COO,Cooper Companies Inc,,,,,EUA,Stock,
COP,ConocoPhillips,,,,,EUA,Stock,
CORE,PIMCO Canadian Core Bond Fund - ETF Series,,,,,EUA,Stock,
CORT,Corcept Therapeutics Inc,,,,,EUA,Stock,
COST,Costco Wholesale Corp,,,,,EUA,Stock,
COTY,Coty Inc,,,,,EUA,Stock,
COUR,Coursera Inc,,,,,EUA,Stock,
CP,Canadian Pacific Kansas City Ltd,,,,,EUA,Stock,
CPA,"Copa Holdings, S.A.",,,,,EUA,Stock,
CPAC,Cementos Pacasmayo SAA - ADR,,,,,EUA,Stock,
CPB,Campbell's Co,,,,,EUA,Stock,
CPE,Callon Petroleum Ord Shs,,,,,EUA,Stock,
CPF,Central Pacific Financial Corp,,,,,EUA,Stock,
CPG,Compass Group plc,,,,,EUA,Stock,
CPHC,Canterbury Park Holding Corp,,,,,EUA,Stock,
CPIX,"Cumberland Pharmaceuticals, Inc.",,,,,EUA,Stock,
CPK,Chesapeake Utilities Corp,,,,,EUA,Stock,
CPNG,Coupang Inc,,,,,EUA,Stock,
CPRI,Capri Holdings Ltd,,,,,EUA,Stock,
CPRT,Copart Inc,,,,,EUA,Stock,
CPRX,Catalyst Pharmaceuticals Inc,,,,,EUA,Stock,
CPS,Cooper-Standard Holdings Inc,,,,,EUA,Stock,
CPSH,CPS Technologies Corp,,,,,EUA,Stock,
CPSR,Calamos S&P 500 Structured Alt Protection ETF,,,,,EUA,Stock,
CPSS,Consumer Portfolio Services Inc,,,,,EUA,Stock,
CPST,Calamos S&P 500 Structured Alt Prtctn ETF - Sept,,,,,EUA,Stock,
CQP,Cheniere Energy Partners LP,,,,,EUA,Stock,
CR,Crane Co,,,,,EUA,Stock,
CRAI,CRA International Inc,,,,,EUA,Stock,
CRBP,Corbus Pharmaceuticals Holdings Inc,,,,,EUA,Stock,
CRC,California Resources Corp,,,,,EUA,Stock,
CRDF,Cardiff Oncology Inc,,,,,EUA,Stock,
CREG,China Recycling Energy Corporation Common Stock,,,,,EUA,Stock,
CRESY,Cresud SACIF y A,,,,,EUA,Stock,
CREX,Creative Realities Inc,,,,,EUA,Stock,
CRI,Carter's Inc,,,,,EUA,Stock,
CRIS,Curis Inc,,,,,EUA,Stock,
CRK,Comstock Resources Inc,,,,,EUA,Stock,
CRL,Charles River Lbrtrs ntrntl Inc,,,,,EUA,Stock,
CRM,Salesforce Inc,,,,,EUA,Stock,
CRMD,CorMedix Inc,,,,,EUA,Stock,
CRMT,America's CAR-MART Inc,,,,,EUA,Stock,
CRNC,Cerence Inc,,,,,EUA,Stock,
CRNT,Ceragon Networks Ltd,,,,,EUA,Stock,
CRNX,Crinetics Pharmaceuticals Inc,,,,,EUA,Stock,
CRON,Cronos Group Inc,,,,,EUA,Stock,
CROX,Crocs Inc,,,,,EUA,Stock,
CRS,Carpenter Technology Corp,,,,,EUA,Stock,
CRSP,Crispr Therapeutics AG,,,,,EUA,Stock,
CRSR,Corsair Gaming Inc,,,,,EUA,Stock,
CRT,Cross Timbers Royalty Trust,,,,,EUA,Stock,
CRTD,Creatd Inc,,,,,EUA,Stock,
CRTO,Criteo SA,,,,,EUA,Stock,
CRTX,CRISM' Therapeutics Corp,,,,,EUA,Stock,
CRUS,Cirrus Logic Inc,,,,,EUA,Stock,
CRVL,CorVel Corp,,,,,EUA,Stock,
CRVS,Corvus Pharmaceuticals Inc,,,,,EUA,Stock,
CRWD,Crowdstrike Holdings Inc,,,,,EUA,Stock,
CRWS,Crown Crafts Inc,,,,,EUA,Stock,
CRY,Graniteshares Yieldboost CRCL ETF,,,,,EUA,Stock,
CS,Capstone Copper Corp,,,,,EUA,Stock,
CSAN,Cosan SA - ADR,,,,,EUA,Stock,
CSBR,Champions Oncology Inc,,,,,EUA,Stock,
CSCO,Cisco Systems Inc,,,,,EUA,Stock,
CSGP,Costar Group Inc,,,,,EUA,Stock,
CSGS,CSG Systems International Ord Shs,,,,,EUA,Stock,
CSIQ,Canadian Solar Inc,,,,,EUA,Stock,
CSL,Carlisle Companies Inc,,,,,EUA,Stock,
CSPI,CSP Inc,,,,,EUA,Stock,
CSR,INVESTORS REAL ESTATE TRUST REIT Common Stock,,,,,EUA,Stock,
CSTE,Caesarstone Ltd,,,,,EUA,Stock,
CSTL,Castle Biosciences Inc,,,,,EUA,Stock,
CSTM,Constellium SE,,,,,EUA,Stock,
CSTR,CryptoStar Corp,,,,,EUA,Stock,
CSU,Constellation Software Inc.,,,,,EUA,Stock,
CSV,Carriage Services Inc,,,,,EUA,Stock,
CSWC,Capital Southwest Corp,,,,,EUA,Stock,
CSX,CSX Corp,,,,,EUA,Stock,
CTAC,CTAC NV,,,,,EUA,Stock,
CTAS,Cintas Corp,,,,,EUA,Stock,
CTBI,Community Trust Bancorp Inc,,,,,EUA,Stock,
CTG,Centenario Gold Corp,,,,,EUA,Stock,
CTMX,CytomX Therapeutics Inc,,,,,EUA,Stock,
CTRA,Coterra Energy Ord Shs,,,,,EUA,Stock,
CTRM,Castor Maritime Inc,,,,,EUA,Stock,
CTRN,"Citi Trends, Inc.",,,,,EUA,Stock,
CTS,CTS Corp,,,,,EUA,Stock,
CTSH,Cognizant Technology Solutions Corp,,,,,EUA,Stock,
CTSO,Cytosorbents Corp,,,,,EUA,Stock,
CTVA,Corteva Inc,,,,,EUA,Stock,
CTXR,Citius Pharmaceuticals Inc,,,,,EUA,Stock,
CUB,Lionheart Holdings,,,,,EUA,Stock,
CUBB,Customers Bancorp 5.375% Subordinated Notes Exp 2034,,,,,EUA,Stock,
CUBI,Customers Bancorp Inc,,,,,EUA,Stock,
CUE,Cue Biopharma Inc,,,,,EUA,Stock,
CULP,Culp Inc,,,,,EUA,Stock,
CURI,Curiositystream Inc,,,,,EUA,Stock,
CVA,Cleveland-Cliffs Inc,,,,,EUA,Stock,
CVBF,CVB Financial Corp,,,,,EUA,Stock,
CVCO,Cavco Industries Inc,,,,,EUA,Stock,
CVE,Cenovus Energy Incorporation,,,,,EUA,Stock,
CVEO,Civeo Corp,,,,,EUA,Stock,
CVGI,"Commercial Vehicle Group, Inc.",,,,,EUA,Stock,
CVGW,Calavo Growers Inc,,,,,EUA,Stock,
CVI,"CVR Energy, Inc.",,,,,EUA,Stock,
CVLB,Vale SA,,,,,EUA,Stock,
CVLG,Covenant Logistics Group Inc,,,,,EUA,Stock,
CVLT,"CommVault Systems, Inc.",,,,,EUA,Stock,
CVNA,Carvana Co,,,,,EUA,Stock,
CVS,CVS Health Corp,,,,,EUA,Stock,
CVV,CVD Equipment Corp,,,,,EUA,Stock,
CVX,Chevron Corp,,,,,EUA,Stock,
CW,Curtiss-Wright Corp,,,,,EUA,Stock,
CWBC,Community West Bancshares,,,,,EUA,Stock,
CWCO,Consolidated Water Co Ltd,,,,,EUA,Stock,
CWEN,Clearway Energy Inc,,,,,EUA,Stock,
CWH,Camping World Holdings Inc,,,,,EUA,Stock,
CWK,Cushman & Wakefield Ltd,,,,,EUA,Stock,
CWST,Casella Waste Systems Inc,,,,,EUA,Stock,
CWT,California Water Service Group,,,,,EUA,Stock,
CX,Cemex SAB de CV ADR,,,,,EUA,Stock,
CXDO,Crexendo Inc,,,,,EUA,Stock,
CYAN,CYANOTECH CORP,,,,,EUA,Stock,
CYBE,Cybercatch Holdings Inc,,,,,EUA,Stock,
CYBR,Rize Cyber Security And Data Privacy UCITS - USD Acc ETF,,,,,EUA,Stock,
CYCN,Cyclerion Therapeutics Inc,,,,,EUA,Stock,
CYD,China Yuchai International Ltd,,,,,EUA,Stock,
CYH,Community Health Systems Inc,,,,,EUA,Stock,
CYRX,CryoPort Inc,,,,,EUA,Stock,
CYTH,Lumen Technologies Inc,,,,,EUA,Stock,
CYTK,"Cytokinetics, Inc.",,,,,EUA,Stock,
CZNC,Citizens & Northern Corp,,,,,EUA,Stock,
CZR,Caesars Entertainment Inc,,,,,EUA,Stock,
CZWI,Citizens Community Bancorp Inc.,,,,,EUA,Stock,
CZZ,Cleghorn Minerals Ltd,,,,,EUA,Stock,
D,Dominion Energy Inc,,,,,EUA,Stock,
DAC,Danaos Corp,,,,,EUA,Stock,
DADA,Diamond Citra Propertindo Tbk PT,,,,,EUA,Stock,
DAIO,Data I/O Corp,,,,,EUA,Stock,
DAKT,Daktronics Inc,,,,,EUA,Stock,
DAL,Delta Air Lines Inc,,,,,EUA,Stock,
DAN,Dana Inc,,,,,EUA,Stock,
DAO,Youdao Inc - ADR,,,,,EUA,Stock,
DAR,Darling Ingredients Inc,,,,,EUA,Stock,
DARE,Dare Bioscience Inc,,,,,EUA,Stock,
DASH,DoorDash Inc,,,,,EUA,Stock,
DAVA,Endava PLC - ADR,,,,,EUA,Stock,
DB,Deutsche Bank AG,,,,,EUA,Stock,
DBD,Diebold Nixdorf Inc,,,,,EUA,Stock,
DBI,Designer Brands Inc,,,,,EUA,Stock,
DBVT,DBV Technologies SA - ADR,,,,,EUA,Stock,
DBX,Dropbox Inc,,,,,EUA,Stock,
DCBO,Docebo Inc,,,,,EUA,Stock,
DCI,Donaldson Company Inc,,,,,EUA,Stock,
DCO,Ducommun Inc,,,,,EUA,Stock,
DCOM,Dime Commercial Bancshares Inc,,,,,EUA,Stock,
DCP,Desjardins Canadian Preferred Share Index ETF,,,,,EUA,Stock,
DCTH,Delcath Systems Inc,,,,,EUA,Stock,
DD,DuPont de Nemours Inc,,,,,EUA,Stock,
DDD,3D Systems Corp,,,,,EUA,Stock,
DDOG,Datadog Inc,,,,,EUA,Stock,
DDS,Dillard's Inc,,,,,EUA,Stock,
DE,Deere & Co,,,,,EUA,Stock,
DECK,Deckers Outdoor Corp,,,,,EUA,Stock,
DEH,Delek US Holdings Inc,,,,,EUA,Stock,
DELL,Dell Technologies Inc,,,,,EUA,Stock,
DEN,Dentsu Group Inc,,,,,EUA,Stock,
DFIN,Donnelley Financial Solutions Inc,,,,,EUA,Stock,
DFNS,T3 Defense Inc,,,,,EUA,Stock,
DFPH,DFP Holdings Ltd,,,,,EUA,Stock,
DFS,DFS Furniture PLC,,,,,EUA,Stock,
DG,Dollar General Corp,,,,,EUA,Stock,
DGICA,Donegal Group Inc Class A,,,,,EUA,Stock,
DGICB,Donegal Group Inc Class B,,,,,EUA,Stock,
DGII,Digi International Inc,,,,,EUA,Stock,
DGNS,Diagnos Laboratorium Utama PT Tbk,,,,,EUA,Stock,
DGX,Quest Diagnostics Inc,,,,,EUA,Stock,
DHI,D.R. Horton Inc,,,,,EUA,Stock,
DHR,Danaher Corp,,,,,EUA,Stock,
DHT,DHT Holdings Inc,,,,,EUA,Stock,
DHX,DHI Group Inc,,,,,EUA,Stock,
DIBS,1Stdibs.Com Inc,,,,,EUA,Stock,
DIN,Dine Brands Global Inc,,,,,EUA,Stock,
DIOD,Diodes Inc,,,,,EUA,Stock,
DIS,Walt Disney Co,,,,,EUA,Stock,
DISH,Amala Foods PLC,,,,,EUA,Stock,
DJCO,Daily Journal Corp,,,,,EUA,Stock,
DK,Delek US Holdings Inc,,,,,EUA,Stock,
DKL,Delek Logistics Partners LP,,,,,EUA,Stock,
DKNG,DraftKings Inc,,,,,EUA,Stock,
DKS,DICK'S Sporting Goods Inc,,,,,EUA,Stock,
DLB,Dolby Laboratories Inc,,,,,EUA,Stock,
DLHC,DLH Holdings Corp,,,,,EUA,Stock,
DLNG,Dynagas LNG Partners LP Unit,,,,,EUA,Stock,
DLO,Dlocal Ltd.,,,,,EUA,Stock,
DLPN,Dolphin Entertainment Inc,,,,,EUA,Stock,
DLTH,Duluth Holdings Inc,,,,,EUA,Stock,
DLTR,Dollar Tree Inc,,,,,EUA,Stock,
DLX,Deluxe Corp,,,,,EUA,Stock,
DM,Datametrex AI Ltd,,,,,EUA,Stock,
DMAC,DiaMedica Therapeutics Inc,,,,,EUA,Stock,
DMLP,Dorchester Minerals LP,,,,,EUA,Stock,
DMRC,Digimarc LLC,,,,,EUA,Stock,
DNA,Ginkgo Bioworks Holdings Inc,,,,,EUA,Stock,
DNB,Deneb Investments Ltd,,,,,EUA,Stock,
DNLI,Denali Therapeutics Inc,,,,,EUA,Stock,
DNN,Denison Mines Corp,,,,,EUA,Stock,
DNOW,Dnow Inc,,,,,EUA,Stock,
DOCN,DigitalOcean Holdings Inc,,,,,EUA,Stock,
DOCS,Doximity Inc,,,,,EUA,Stock,
DOCU,Docusign Inc,,,,,EUA,Stock,
DOLE,Dole PLC,,,,,EUA,Stock,
DOMO,Domo Inc,,,,,EUA,Stock,
DORM,Dorman Products Inc,,,,,EUA,Stock,
DOV,Dover Corp,,,,,EUA,Stock,
DOW,Dow Inc,,,,,EUA,Stock,
DOX,Amdocs Ltd,,,,,EUA,Stock,
DOYU,Douyu International Holdings Ltd,,,,,EUA,Stock,
DPZ,Domino's Pizza Inc,,,,,EUA,Stock,
DQ,Daqo New Energy Corp,,,,,EUA,Stock,
DRD,DRDGOLD Ltd,,,,,EUA,Stock,
DRI,Darden Restaurants Inc,,,,,EUA,Stock,
DRIO,DarioHealth Corp,,,,,EUA,Stock,
DRVN,Driven Brands Holdings Inc,,,,,EUA,Stock,
DS,Dividend Select 15 Corp,,,,,EUA,Stock,
DSAC,Daedalus Special Acquisition Corp,,,,,EUA,Stock,
DSACU,Daedalus Special Acquisition Units,,,,,EUA,Stock,
DSACW,Daedalus Special Acquisition Corp,,,,,EUA,Stock,
DSGX,Descartes Systems Group Inc,,,,,EUA,Stock,
DSWL,Deswell Industries Inc,,,,,EUA,Stock,
DSX,Diana Shipping Inc,,,,,EUA,Stock,
DT,"Dynatrace, Inc",,,,,EUA,Stock,
DTB,DTE Energy 4 375 Junior Subordinated Debentures Series G due 2080,,,,,EUA,Stock,
DTE,DTE Energy Co,,,,,EUA,Stock,
DTEA,DavidsTea Inc,,,,,EUA,Stock,
DTIL,Precision BioSciences Inc,,,,,EUA,Stock,
DTSS,Datasea Intelligent Technology Ltd,,,,,EUA,Stock,
DTW,Dte Energy Company 5 25 Junior Subordinated Debentures due 2077 Series E,,,,,EUA,Stock,
DUK,Duke Energy Corp,,,,,EUA,Stock,
DUKB,Duke Energy Corporation 5.625% Junior Subordinated Debentures Exp 15 Sep 2078,,,,,EUA,Stock,
DUKH,Ocean Park High Income ETF,,,,,EUA,Stock,
DUO,Fangdd Network Group Ltd,,,,,EUA,Stock,
DUOT,Duos Technologies Group Inc,,,,,EUA,Stock,
DVA,Davita Inc,,,,,EUA,Stock,
DVN,Devon Energy Corp,,,,,EUA,Stock,
DWSN,Dawson Geophysical Co,,,,,EUA,Stock,
DXC,DXC Technology Co,,,,,EUA,Stock,
DXCM,DexCom Inc,,,,,EUA,Stock,
DXLG,Destination XL Group Inc,,,,,EUA,Stock,
DXPE,DXP Enterprises Inc,,,,,EUA,Stock,
DXYN,Dixie Group Inc,,,,,EUA,Stock,
DY,Dycom Industries Inc,,,,,EUA,Stock,
DYAI,Dyadic International Inc,,,,,EUA,Stock,
DYN,"Dyne Therapeutics, Inc",,,,,EUA,Stock,
E,Eni SpA,,,,,EUA,Stock,
EA,Electronic Arts Inc,,,,,EUA,Stock,
EAF,GrafTech International Ltd,,,,,EUA,Stock,
EAR,Ebara Corp,,,,,EUA,Stock,
EAST,Amundi MSCI Eastern Europe Ex Russia UCITS ETF Acc,,,,,EUA,Stock,
EAT,Brinker International Inc,,,,,EUA,Stock,
EB,Eventbrite,,,,,EUA,Stock,
EBAY,eBay Inc,,,,,EUA,Stock,
EBC,Eastern Bankshares Inc,,,,,EUA,Stock,
EBF,Ennis Inc,,,,,EUA,Stock,
EBMT,Eagle Bancorp Montana Inc,,,,,EUA,Stock,
EBR,EBR Systems Inc,,,,,EUA,Stock,
EBS,Emergent Biosolutions Inc,,,,,EUA,Stock,
EC,Ecopetrol SA,,,,,EUA,Stock,
ECC,Eagle Point Credit Company Inc Closed-Ended Fund,,,,,EUA,Stock,
ECHO,EchoStar Corp,,,,,EUA,Stock,
ECL,Ecolab Inc,,,,,EUA,Stock,
ECOM,Emerge Commerce Ltd,,,,,EUA,Stock,
ECOR,"electroCore, Inc.",,,,,EUA,Stock,
ECPG,Encore Capital Group Inc,,,,,EUA,Stock,
ED,Consolidated Edison Inc,,,,,EUA,Stock,
EDIT,Editas Medicine Inc,,,,,EUA,Stock,
EDN,Empresa Distribuidora y Cmrz Nrt SA,,,,,EUA,Stock,
EDRY,EuroDry Ltd,,,,,EUA,Stock,
EDSA,Edesa Biotech Inc,,,,,EUA,Stock,
EDU,New Oriental Education & Tech Grp,,,,,EUA,Stock,
EDUC,Educational Development Corp,,,,,EUA,Stock,
EEFT,Euronet Worldwide Inc,,,,,EUA,Stock,
EEX,Emerald Holding Inc,,,,,EUA,Stock,
EFC,Ellington Financial Inc,,,,,EUA,Stock,
EFOI,Energy Focus Inc,,,,,EUA,Stock,
EFSC,Enterprise Financial Services Corp,,,,,EUA,Stock,
EFX,Equifax Inc,,,,,EUA,Stock,
EGAN,eGain Corp,,,,,EUA,Stock,
EGBN,Eagle Bancorp Inc,,,,,EUA,Stock,
EGHT,8x8 Inc,,,,,EUA,Stock,
EGLE,Global X S&P 500 US Revenue Leaders ETF,,,,,EUA,Stock,
EGO,Eldorado Gold Corp,,,,,EUA,Stock,
EGOV,UBS JPM Gl Gov ESG Liquid Bond UCITS ETF USD acc,,,,,EUA,Stock,
EGRX,Eagle Pharmaceuticals Inc,,,,,EUA,Stock,
EGY,VAALCO Energy Inc,,,,,EUA,Stock,
EH,EHang Holdings Ltd - ADR,,,,,EUA,Stock,
EHC,Encompass Health Corp,,,,,EUA,Stock,
EHTH,eHealth Inc,,,,,EUA,Stock,
EIG,Employers Holdings Inc,,,,,EUA,Stock,
EIX,Edison International,,,,,EUA,Stock,
EL,Estee Lauder Companies Inc,,,,,EUA,Stock,
ELAN,Elanco Animal Health Inc,,,,,EUA,Stock,
ELF,elf Beauty Inc,,,,,EUA,Stock,
ELP,Companhia Paranaense de Energia COPEL ADR,,,,,EUA,Stock,
ELSE,Electro-Sensors Inc,,,,,EUA,Stock,
ELTK,Eltek Ltd,,,,,EUA,Stock,
ELYS,Elys BMG Group Inc,,,,,EUA,Stock,
EME,Emcor Group Inc,,,,,EUA,Stock,
EML,Eastern Company,,,,,EUA,Stock,
EMN,Eastman Chemical Co,,,,,EUA,Stock,
EMR,Emerson Electric Co,,,,,EUA,Stock,
ENB,Enbridge Inc,,,,,EUA,Stock,
ENDP,FTSE EPRA/NAREIT Developed Europe Ex UK Dividend+,,,,,EUA,Stock,
ENG,Enagas SA,,,,,EUA,Stock,
ENIC,Enel Chile SA - ADR,,,,,EUA,Stock,
ENLV,Enlivex Ltd,,,,,EUA,Stock,
ENPH,Enphase Energy Inc,,,,,EUA,Stock,
ENR,Energizer Holdings Inc,,,,,EUA,Stock,
ENS,EnerSys,,,,,EUA,Stock,
ENSG,"Ensign Group, Inc",,,,,EUA,Stock,
ENTA,Enanta Pharmaceuticals Inc,,,,,EUA,Stock,
ENTG,Entegris Inc,,,,,EUA,Stock,
ENTX,Entera Bio Ltd,,,,,EUA,Stock,
ENV,Enova Mining Ltd,,,,,EUA,Stock,
ENVA,Enova International Inc,,,,,EUA,Stock,
EOG,EOG Resources Inc,,,,,EUA,Stock,
EOLS,Evolus Inc,,,,,EUA,Stock,
EOSE,Eos Energy Enterprises Inc,,,,,EUA,Stock,
EPAC,Enerpac Tool Group Corp,,,,,EUA,Stock,
EPAM,EPAM Systems Inc,,,,,EUA,Stock,
EPC,Edgewell Personal Care Co,,,,,EUA,Stock,
EPD,Enterprise Products Partners L.P,,,,,EUA,Stock,
EPSN,Epsilon Energy Ltd,,,,,EUA,Stock,
EQ,Equillium Inc,,,,,EUA,Stock,
EQBK,Equity BancShares Inc,,,,,EUA,Stock,
