CÓDIGO,NOME,IMAGEM,CNPJ,SETOR ECONÔMICO,SUBSETOR,SEGMENTO / ADM / PAÍS,TIPO,SEGMENTO
HMOC11,Hedge Shopping Praça da Moça,https://files.bastter.com/fii/HMOC11.gif,F-14.733.211/0001-48 A-07.253.654/0001-76,Shopping/Varejo,-,HEDGE INVESTMENTS,Fii,
HOSI11,Housi,https://files.bastter.com/fii/HOSI11.gif,F-34.081.631/0001-02 A-22.610.500/0001-88,Incorporação,-,VÓRTX,Fii,
HPDP11,Hedge Shopping Parque Dom Pedro,https://files.bastter.com/fii/HPDP11.gif,F-35.586.415/0001-73 A-07.253.654/0001-76,Shopping/Varejo,-,HEDGE INVESTMENTS,Fii,
HRDF11,Hedge Realty Development,https://files.bastter.com/fii/HRDF11.gif,F-16.929.519/0001-99 A-07.253.654/0001-76,Incorporação,-,HEDGE INVESTMENTS,Fii,
HREC11,Hedge Recebíveis Imobiliários,https://files.bastter.com/fii/HREC11.gif,F-35.507.262/0001-21 A-07.253.654/0001-76,Recebíveis Imobiliários,-,HEDGE INVESTMENTS,Fii,
HSML11,HSI Malls,https://files.bastter.com/fii/HSML11.gif,F-32.892.018/0001-31 A-62.318.407/0001-19,Shopping/Varejo,-,Santander Securities Services,Fii,
HTMX11,Hotel Maxinvest,https://files.bastter.com/fii/HTMX11.gif,F-08.706.065/0001-69 A-59.281.253/0001-23,Hoteis,-,BTG PACTUAL,Fii,
HUSC11,Hospital Unimed Sul Capixaba,https://files.bastter.com/fii/HUSC11.gif,F-28.851.767/0001-43 A-72.600.026/0001-81,Hospital,-,RIO BRAVO,Fii,
HUSI11,HUSI,https://files.bastter.com/fii/HUSI11.gif,F-30.017.492/0001-99 A-67.030.395/0001-46,Hospital,-,PLANNER,Fii,
IBFF11,FOF Integral Brei,https://files.bastter.com/fii/IBFF11.gif,F-33.721.517/0001-29 A-59.281.253/0001-23,Fundo de Fundos,-,BTG PACTUAL,Fii,
IFIE11,IFI-E,https://files.bastter.com/fii/IFIE11.gif,F-36.293.425/0001-83 A-18.945.670/0001-46,Fundo de Fundos,-,INTER,Fii,
IFIX,IFIX Índice de Fundos Imobiliários,https://files.bastter.com/fii/IFIX.gif,-,N/D,-,N/D,Fii,
IRDM11,Iridium Recebíveis Imobiliários,https://files.bastter.com/fii/IRDM11.gif,F-28.830.325/0001-10 A-59.281.253/0001-23,Recebíveis Imobiliários,-,BTG PACTUAL,Fii,
JPPA11,JPP Allocaton Mogno,https://files.bastter.com/fii/JPPA11.gif,F-30.982.880/0001-00 A-22.610.500/0001-88,Recebíveis Imobiliários,-,VÓRTX,Fii,
JPPC11,JPP Capital,https://files.bastter.com/fii/JPPC11.gif,F-17.216.625/0001-98 A-11.758.741/0001-52,Incorporação,-,BANCO FINAXIS,Fii,
JRDM11,Shopping Jardim Sul,https://files.bastter.com/fii/JRDM11.gif,F-14.879.856/0001-93 A-59.281.253/0001-23,Shopping/Varejo,-,BTG PACTUAL,Fii,
JSIM11,JS Real Estate Renda Imobiliária,https://files.bastter.com/fii/JSIM11.gif,-,Recebíveis Imobiliários,-,BANCO J. SAFRA,Fii,
JSRE11,JS Real Estate Multigestão,https://files.bastter.com/fii/JSRE11.gif,F-13.371.132/0001-71 A-03.017.677/0001-20,Lajes Comerciais,-,BANCO J. SAFRA,Fii,
JTPR11,JT PREV Desenvolvimento Habitacional,https://files.bastter.com/fii/JTPR11.gif,F-23.876.086/0001-16 A-00.806.535/0001-54,Incorporação Residencial,-,PLANNER,Fii,
KFOF11,Kinea Fundo de Fundos,https://files.bastter.com/fii/KFOF11.gif,F-30.091.444/0001-40 A-62.418.140/0001-31,Fundo de Fundos,-,INTRAG,Fii,
KINP11,Even Permuta Kinea,https://files.bastter.com/fii/KINP11.gif,F-24.070.076/0001-51 A-62.418.140/0001-31,Incorporação Residencial,-,INTRAG,Fii,
KNCR11,Kinea Rendimentos Imobiliários FII,https://files.bastter.com/fii/KNCR11.gif,F-16.706.958/0001-32 A-62.418.140/0001-31,Recebíveis Imobiliários,-,INTRAG,Fii,
KNHY11,Kinea High Yield CRI,https://files.bastter.com/fii/KNHY11.gif,F-30.130.708/0001-28 A-62.418.140/0001-31,Recebíveis Imobiliários,-,INTRAG,Fii,
KNIP11,Kinea Índices de Preços,https://files.bastter.com/fii/KNIP11.gif,F-24.960.430/0001-13 A-62.418.140/0001-31,Recebíveis Imobiliários,-,INTRAG,Fii,
KNRE11,Kinea II Real Estate Equity,https://files.bastter.com/fii/KNRE11.gif,F-14.423.780/0001-97 A-62.418.140/0001-31,Incorporação Residencial,-,INTRAG,Fii,
KNRI11,Kinea Renda Imobiliária,https://files.bastter.com/fii/KNRI11.gif,F-12.005.956/0001-65 A-62.418.140/0001-31,Híbrido,-,INTRAG,Fii,
LASC11,Legatus Shoppings,https://files.bastter.com/fii/LASC11.gif,F-30.248.158/0001-46 A-22.610.500/0001-88,Shopping/Varejo,-,VÓRTX,Fii,
LATR11B,Lateres,https://files.bastter.com/fii/LATR11.gif,F-17.209.378/0001-00 A-36.113.876/0001-91,Incorporação Residencial,-,OLIVEIRA TRUST,Fii,
LGCP11,LOG CP Inter,https://files.bastter.com/fii/LGCP11.gif,F-34.598.181/0001-11 A-18.945.670/0001-46,Logisticos,-,INTER DTVM,Fii,
LOFT11B,LOFT I (Cota Sênior),https://files.bastter.com/fii/LOFT11.gif,F-19.722.048/0001-31 A-05.389.174/0001-01,Incorporação Residencial,-,MODAL,Fii,
LOFT13B,LOFT I (Cota Subordinada),https://files.bastter.com/fii/LOFT13.gif,F-19.722.048/0001-31 A-05.389.174/0001-01,Incorporação Residencial,-,MODAL,Fii,
LUGG11,Luggo,https://files.bastter.com/fii/LUGG11.gif,F-34.835.191/0001-23 A-18.945.670/0001-46,Incorporação Residencial,-,INTER DTVM,Fii,
LVBI11,VBI Logístico,https://files.bastter.com/fii/LVBI11.gif,F-30.629.603/0001-18 A-59.281.253/0001-23,Logisticos,-,BTG PACTUAL,Fii,
PMLL11,Patria Malls Fundo de Investimento Imobiliario Responsabilidade Ltd,https://files.bastter.com/fii/MALL11.gif,F-26.499.833/0001-32 A-45.246.410/0001-55,Shopping/Varejo,-,PLURAL,Fii,
MAXR11,Max Retail,https://files.bastter.com/fii/MAXR11.gif,F-11.274.415/0001-70 A-59.281.253/0001-23,Shopping/Varejo,-,BTG PACTUAL,Fii,
MBRF11,Mercantil do Brasil FII,https://files.bastter.com/fii/MBRF11.gif,F-13.500.306/0001-59 A-72.600.026/0001-81,Agencias Bancárias,-,RIO BRAVO,Fii,
MCCI11,Mauá Capital Recebíveis Imobiliários,https://files.bastter.com/fii/MCCI11.gif,F-23.648.935/0001-84 A-59.281.253/0001-23,Recebíveis Imobiliários,-,BTG PACTUAL,Fii,
MFAI11,Mérito Fundos e Ações Imobiliárias,https://files.bastter.com/fii/MFAI11.gif,F-32.397.369/0001-76 A-67.030.395/0001-46,Fundo de Fundos,-,PLANNER,Fii,
MFII11,Mérito Desenvolvimento Imobiliário I,https://files.bastter.com/fii/MFII11.gif,F-16.915.968/0001-88 A-00.806.535/0001-54,Incorporação Residencial,-,PLANNER,Fii,
MGFF11,Mogno Fundo de Fundos,https://files.bastter.com/fii/MGFF11.gif,F-29.216.463/0001-77 A-59.281.253/0001-23,Fundo de Fundos,-,BTG PACTUAL,Fii,
MGHT11,Mogno Hoteis,https://files.bastter.com/fii/MGHT11.gif,F-34.197.776/0001-65 A-59.281.253/0001-23,Hoteis,-,BTG PACTUAL,Fii,
MINT11,Mint Educacional,https://files.bastter.com/fii/MINT11.gif,F-19.872.887/0001-36 A-45.246.410/0001-55,Educacional,-,PLURAL,Fii,
MOFF11,MULTIOFFICES 2,https://files.bastter.com/fii/MOFF11.gif,F-31.508.219/0001-20 A-36.113.876/0001-91,Lajes Comerciais,-,OLIVEIRA TRUST,Fii,
MORE11,More Real Estate FOF,https://files.bastter.com/fii/MORE11.gif,F-34.197.727/0001-22 A-59.281.253/0001-23,Fundo de Fundos,-,BTG PACTUAL,Fii,
MSHP11,Mais Shopping Largo 13,https://files.bastter.com/fii/MSHP11.gif,,Shopping/Varejo,-,BEM DTVM,Fii,
MTOF11,MULTIOFFICES 1,https://files.bastter.com/fii/MTOF11.gif,F-22.862.226/0001-34 A-36.113.876/0001-91,Recebíveis Imobiliários,-,OLIVEIRA TRUST,Fii,
MTRS11,Metropolis,https://files.bastter.com/fii/MTRS11.gif,F-38.293.921/0001-62 A-59.281.253/0001-23,Outros,-,BTG PACTUAL,Fii,
MVFI11,MV9 FII,https://files.bastter.com/fii/MVFI11.gif,F-23.537.203/0001-17 A-59.281.253/0001-23,Lajes Comerciais,-,BTG PACTUAL,Fii,
MXRF11,Maxi Renda,https://files.bastter.com/fii/MXRF11.gif,F-97.521.225/0001-25 A-59.281.253/0001-23,Recebíveis Imobiliários,-,BTG PACTUAL,Fii,
FYTO11,NCH Brasil Recebíveis Imobiliários,https://files.bastter.com/fii/NCHB11.gif,F-18.085.673/0001-57 A-59.281.253/0001-23,Recebíveis Imobiliários,-,BTG PACTUAL,Fii,
NEWL11,Newport Logística,https://files.bastter.com/fii/NEWL11.gif,F-32.527.626/0001-47 A-45.246.410/0001-55,Logisticos,-,BRASIL PLURAL,Fii,
NEWU11,Newport Renda Urbana,https://files.bastter.com/fii/NEWU11.gif,F-14.793.782/0001-78 A-45.246.410/0001-55,Lajes Comerciais,-,BRASIL PLURAL,Fii,
NPAR11,NESTPAR,https://files.bastter.com/fii/NPAR11.gif,F-24.814.916/0001-43 A-67.030.395/0001-46,Incorporação,-,PLANNER,Fii,
NSLU11,Hospital Nossa Senhora de Lourdes,https://files.bastter.com/fii/NSLU11.gif,F-08.014.513/0001-63 A-59.281.253/0001-23,Hospital,-,BTG PACTUAL,Fii,
NVHO11,Novo Horizonte,https://files.bastter.com/fii/NVHO11.gif,F-17.025.970/0001-44 A-45.246.410/0001-55,Hospital,-,PLURAL,Fii,
NVIF11B,Nova I,https://files.bastter.com/fii/NVIF11.gif,F-22003469/0001-17 A-05.389.174/0001-01,Híbrido,-,MODAL,Fii,
ONEF11,The One,https://files.bastter.com/fii/ONEF11.gif,F-12.948.291/0001-23 A-72.600.026/0001-81,Lajes Comerciais,-,RIO BRAVO,Fii,
ORPD11,Ouro Verde Desenvolvimento Imobiliário,https://files.bastter.com/fii/ORPD11.gif,F-19.107.604/0001-60 A-67.030.395/0001-46,Recebíveis Imobiliários,-,PLANNER,Fii,
OUCY11,OURINVEST CYRELA,https://files.bastter.com/fii/OUCY11.gif,-,Recebíveis Imobiliários,-,BANCO OURINVEST S.A.,Fii,
OUFF11,Ourinvest Fundo de Fundos,https://files.bastter.com/fii/OUFF11.gif,F-30.791.386/0001-68 A-78.632.767/0001-20,Fundo de Fundos,-,BANCO OURINVEST S.A.,Fii,
OUJP11,Ourinvest JPP,https://files.bastter.com/fii/OUJP11.gif,F-26.091.656/0001-50 A-03.317.692/0001-94,Recebíveis Imobiliários,-,FINAXIS CORRETORA,Fii,
OULG11,Ourinvest Logística,https://files.bastter.com/fii/OULG11.gif,F-13.974.819/0001-00 A-78.632.767/0001-20,Logisticos,-,BANCO OURINVEST S.A.,Fii,
PABY11,Panamby,https://files.bastter.com/fii/PABY11.gif,F-00.613.094/0001-74 A-33.923.111/0001-29,Incorporação,-,BRKB DTVM,Fii,
PATB11,Pateo Bandeirantes,https://files.bastter.com/fii/PATB11.gif,F-14.788.492/0001-36 A-59.281.253/0001-23,Lajes Comerciais,-,BTG PACTUAL,Fii,
PATC11,Pátria Edifícios Corporativos,https://files.bastter.com/fii/PATC11.gif,F-30.048.651/0001-12 A-05.389.174/0001-01,Lajes Comerciais,-,BANCO MODAL S.A.,Fii,
PATL11,Pátria Logística,https://files.bastter.com/fii/PATL11.gif,F-35.754.164/0001-99 A-22.610.500/0001-88,Logisticos,-,VÓRTEX DTVM LTDA,Fii,
PBLV11,Prologis Brazil Logistics Venture,https://files.bastter.com/fii/PBLV11.gif,F-31.962.875/0001-06 A-13.486.793/0001-42,Logisticos,-,BRL TRUST,Fii,
PBYR11,Panamby Renda Master,https://files.bastter.com/fii/PBYR11.gif,,Recebíveis Imobiliários,-,BTG PACTUAL,Fii,
PLCR11,Plural Recebíveis Imobiliários,https://files.bastter.com/fii/PLCR11.gif,F-32.527.683/0001-26 A-45.246.410/0001-55,Recebíveis Imobiliários,-,BRASIL PLURAL,Fii,
PLRI11,Polo Recebíveis Imobiliários,https://files.bastter.com/fii/PLRI11.gif,F-14.080.689/0001-16 A-36.113.876/0001-91,Recebíveis Imobiliários,-,OLIVEIRA TRUST,Fii,
PORD11,Polo CRI II,https://files.bastter.com/fii/PORD11.gif,F-17.156.502/0001-09 A-36.113.876/0001-91,Recebíveis Imobiliários,-,OLIVEIRA TRUST,Fii,
PQDP11,Parque Dom Pedro Shopping Center,https://files.bastter.com/fii/PQDP11.gif,F-10.869.155/0001-12 A-59.281.253/0001-23,Shopping/Varejo,-,BTG PACTUAL,Fii,
PRGD11,HSI Renda Imobiliária,https://files.bastter.com/fii/PRGD11.gif,-,Shopping/Varejo,-,Santander Securities Services,Fii,
PRSN11B,PERSONALE I,https://files.bastter.com/fii/PRSN11.gif,F-14.056.001/0001-62 A-36.113.876/0001-91,Incorporação Residencial,-,OLIVEIRA TRUST,Fii,
PRSV11,Presidente Vargas,https://files.bastter.com/fii/PRSV11.gif,F-11.281.322/0001-72 A-07.253.654/0001-76,Lajes Comerciais,-,BEM DTVM,Fii,
PRTS11,Multi Properties,https://files.bastter.com/fii/PRTS11.gif,F-22.957.521/0001-74 A-30.723.886/0001-62,Shopping/Varejo,-,BANCO MODAL S.A.,Fii,
PVBI11,VBI Prime Properties,https://files.bastter.com/fii/PVBI11.gif,F-35.652.102/0001-76 A-59.281.253/0001-23,Logisticos,-,BTG PACTUAL,Fii,
QAGR11,Quasar Agro,https://files.bastter.com/fii/QAGR11.gif,F-32.754.734/0001-52 A-59.281.253/0001-23,Outros,-,BTG PACTUAL,Fii,
QREC11,Quasar Crédito Imobiliário,https://files.bastter.com/fii/QREC11.gif,-,Recebíveis Imobiliários,-,INTRAG,Fii,
RBAG11,RB Capital Agre,https://files.bastter.com/fii/RBAG11.gif,-,Incorporação Residencial,-,CITIBANK DTVM,Fii,
RBBV11,JHSF Rio Bravo Fazenda Boa Vista,https://files.bastter.com/fii/RBBV11.gif,F-16.915.868/0001-51 A-00.360.305/0001-04,Incorporação,-,CAIXA ECONOMICA FEDERAL,Fii,
RBCB11,Rio Bravo Crédito Imobiliário I,https://files.bastter.com/fii/RBCB11.gif,F-12.659.641/0001-31 A-72.600.026/0001-81,Recebíveis Imobiliários,-,RIO BRAVO,Fii,
HOFC11,HEDGE OFFICE INCOME,,F-31.894.369/0001-19 A-07.253.654/0001-76,Lajes Comerciais,-,BRL TRUST,Fii,
RBDS11,RB Capital Desenvolvimento Residencial II,https://files.bastter.com/fii/RBDS11.gif,F-11.945.604/0001-27 A-36.113.876/0001-91,Incorporação Residencial,-,OLIVEIRA TRUST,Fii,
RBED11,Rio Bravo Renda Educacional',https://files.bastter.com/fii/RBED11.gif,F-13.873.457/0001-52 A-72.600.026/0001-81,Educacional,-,RIO BRAVO,Fii,
RBFF11,Rio Bravo Fundo de Fundos,https://files.bastter.com/fii/RBFF11.gif,F-17.329.029/0001-14 A-13.486.793/0001-42,Fundo de Fundos,-,HEDGE INVESTMENTS,Fii,
RBGS11,RB Capital General Shopping Sulacap,https://files.bastter.com/fii/RBGS11.gif,F-13.652.006/0001-95 A-36.113.876/0001-91,Shopping/Varejo,-,OLIVEIRA TRUST,Fii,
RBIR11,RB Capital Desenvolvimento Residencial IV,https://files.bastter.com/fii/RBIR11.gif,F-31.161.410/0001-48 A-36.113.876/0001-91,Incorporação Residencial,-,OLIVEIRA TRUST,Fii,
RBHG11,RIO BRAVO CREDITO IMOB HIGH GRADE FUND DE INVEST,https://files.bastter.com/fii/RBHG11.gif,F-30.647.758/0001-87 A-13.486.793/0001-42,Recebíveis Imobiliários,-,BRL TRUST,Fii,
RBPD11,RB Capital Prime Realty II,https://files.bastter.com/fii/RBPD11.gif,-,Recebíveis Imobiliários,-,CITIBANK DTVM,Fii,
RBPR11,RB Capital Prime Realty I,https://files.bastter.com/fii/RBPR11.gif,-,Incorporação Residencial,-,CITIBANK DTVM,Fii,
RBRD11,RB Capital Renda II,https://files.bastter.com/fii/RBRD11.gif,F-09.006.914/0001-34 A-03.384.738/0001-98,Lajes Comerciais,-,VOTORANTIM ASSET,Fii,
RBRF11,RBR Alpha Multiestratégia Real Estate,https://files.bastter.com/fii/RBRF11.gif,F-27.529.279/0001-51 A-59.281.253/0001-23,Fundo de Fundos,-,BTG PACTUAL,Fii,
RBRL11,RBR LOG,https://files.bastter.com/fii/RBRL11.gif,F-35.705.463/0001-33 A-13.486.793/0001-42,Logisticos,-,BRL TRUST,Fii,
RBRM11,RBR Desenvolvimento,https://files.bastter.com/fii/RBRM11.gif,F-26.314.437/0001-93 A-59.281.253/0001-23,Incorporação,-,BTG PACTUAL,Fii,
RBRP11,RBR Properties FII,https://files.bastter.com/fii/RBRP11.gif,F-21.408.063/0001-51 A-13.486.793/0001-42,Híbrido,-,BRL TRUST,Fii,
RBRR11,RBR Rendimentos High Grade,https://files.bastter.com/fii/RBRR11.gif,F-29.467.977/0001-03 A-59.281.253/0001-23,Recebíveis Imobiliários,-,BTG PACTUAL,Fii,
RBRY11,RBR Crédito Imobiliário High Yield,https://files.bastter.com/fii/RBRY11.gif,F-30.166.700/0001-11 A-59.281.253/0001-23,Recebíveis Imobiliários,-,BTG PACTUAL,Fii,
RBTS11,RB Capital TFO Situs,https://files.bastter.com/fii/RBTS11.gif,F-29.299.737/0001-39 A-36.113.876/0001-91,Incorporação,-,OLIVEIRA TRUST,Fii,
RBVA11,Rio Bravo Renda Varejo,https://files.bastter.com/fii/RBVA11.gif,F-15.576.907/0001-70 A-72.600.026/0001-81,Híbrido,-,RIO BRAVO,Fii,
RBVO11,Rio Bravo Crédito Imobiliário II,https://files.bastter.com/fii/RBVO11.gif,F-15.769.670/0001-44 A-72.600.026/0001-81,Recebíveis Imobiliários,-,RIO BRAVO,Fii,
RCCS11,REP 1 CCS,https://files.bastter.com/fii/RCCS11.gif,-,Shopping/Varejo,-,CREDIT SUISSE,Fii,
RCFA11,Grupo RCFA,https://files.bastter.com/fii/RCFA11.gif,F-27.771.586/0001-44 A-03.751.794/0001-13,Incorporação,-,TERRA INVESTIMENTOS,Fii,
RCFF11,RBR Desenvolvimento Comercial Feeder FOF,https://files.bastter.com/fii/RCFF11.gif,F-35.689.670/0001-41 A-13.486.793/0001-42,Fundo de Fundos,-,BRL TRUST,Fii,
RCRB11,Rio Bravo Renda Corporativa,https://files.bastter.com/fii/RCRB11.gif,F-03.683.056/0001-86 A-72.600.026/0001-81,Lajes Comerciais,-,RIO BRAVO,Fii,
RCRI11,RB Capital Rendimentos,https://files.bastter.com/fii/RCRI11.gif,F-26.511.274/0001-39  A-36.113.876/0001-91,Recebíveis Imobiliários,-,OLIVEIRA TRUST,Fii,
RDPD11,Fundo BB Renda de Papéis II,https://files.bastter.com/fii/RDPD11.gif,F-23.120.027/0001-13 A-03.384.738/0001-98,Recebíveis Imobiliários,-,VOTORANTIM ASSET,Fii,
RECT11,REC Renda Imobiliária,https://files.bastter.com/fii/RECT11.gif,F-32.274.163/0001-59 A-13.486.793/0001-42,Lajes Comerciais,-,BRL TRUST,Fii,
REIT11,SINGULARE FDO INV IMOB - FII,https://files.bastter.com/fii/REIT11.gif,F-16.841.067/0001-99 A-62.285.390/0001-40,Recebíveis Imobiliários,-,SINGULARE,Fii,
RFOF11,RB Capital I Fundo de Fundos,https://files.bastter.com/fii/RFOF11.gif,F-34.027.774/0001-28 A-34.027.774/0001-28,Fundo de Fundos,-,BRL TRUST,Fii,
RNDP11,Fundo BB Renda de Papéis,https://files.bastter.com/fii/RNDP11.gif,F-15.394.563/0001-89 A-03.384.738/0001-98,Recebíveis Imobiliários,-,VOTORANTIM ASSET,Fii,
RNGO11,Rio Negro,https://files.bastter.com/fii/RNGO11.gif,F-15.006.286/0001-90 A-72.600.026/0001-81,Lajes Comerciais,-,RIO BRAVO,Fii,
RRCI11,RB Capital Recebíveis Imobiliários,https://files.bastter.com/fii/RRCI11.gif,F-35.689.733/0001-60 A-13.486.793/0001-42,Recebíveis Imobiliários,-,BRL TRUST,Fii,
RSBU11B,RSB 1,https://files.bastter.com/fii/RSBU11.gif,-,Híbrido,-,NSG CAPITAL DTVM,Fii,
RSPD11,RB Capital Desenvolvimento Residencial III,https://files.bastter.com/fii/RSPD11.gif,F-19.249.989/0001-08 A-36.113.876/0001-91,Incorporação Residencial,-,OLIVEIRA TRUST,Fii,
PSEC11,VBI REITS FOF,https://files.bastter.com/fii/RVBI11.gif,F-35.507.457/0001-71 A-13.486.793/0001-42,Fundo de Fundos,-,BRL TRUST,Fii,
SAAG11,Santander Agências,https://files.bastter.com/fii/SAAG11.gif,F-16.915.840/0001-14 A-72.600.026/0001-81,Agencias Bancárias,-,RIO BRAVO,Fii,
SADI11,Santander Papéis Imobiliários CDI,https://files.bastter.com/fii/SADI11.gif,F-32.903.521/0001-45 A-62.318.407/0001-19,Recebíveis Imobiliários,-,Santander Securities Services,Fii,
SAIC11B,SIA Corporate,https://files.bastter.com/fii/SAIC11.gif,F-17.311.079/0001-74 A-33.850.686/0001-69,Lajes Comerciais,-,BRB DTVM,Fii,
SARE11,Santander Renda de Aluguéis,https://files.bastter.com/fii/SARE11.gif,F-32.903.702/0001-71 A-62.318.407/0001-19,Lajes Comerciais,-,Santander Securities Services,Fii,
SCPF11,SCP,https://files.bastter.com/fii/SCPF11.gif,F-01.657.856/0001-05 A-44.077.014/0001-89,Shopping/Varejo,-,BR-CAPITAL DTVM,Fii,
TRBL11,TELLUS RIO BRAVO RENDA LOGISTIC,https://files.bastter.com/fii/SDIL11.gif,F-16.671.412/0001-93 A-72.600.026/0001-81,Logisticos,-,RIO BRAVO,Fii,
SFND11,São Fernando,https://files.bastter.com/fii/SFND11.gif,F-09.350.920/0001-04 A-72.600.026/0001-81,Lajes Comerciais,-,RIO BRAVO,Fii,
SHDP11B,Shopping Parque Dom Pedro,https://files.bastter.com/fii/SHDP11.gif,F-07.224.019/0001-60 A-59.281.253/0001-23,Shopping/Varejo,-,BTG PACTUAL,Fii,
SHOP11,Multi Shoppings,https://files.bastter.com/fii/SHOP11.gif,F-22.459.737/0001-00 A-59.281.253/0001-23,Shopping/Varejo,-,BTG PACTUAL,Fii,
SHPH11,Shopping Pátio Higienópolis,https://files.bastter.com/fii/SHPH11.gif,F-03.507.519/0001-59 A-72.600.026/0001-81,Shopping/Varejo,-,RIO BRAVO,Fii,
SPAF11,Spa,https://files.bastter.com/fii/SPAF11.gif,F-18.311.024/0001-27 A-45.246.410/0001-55,Shopping/Varejo,-,PLURAL,Fii,
SPTW11,SP Downtown,https://files.bastter.com/fii/SPTW11.gif,F-15.538.445/0001-05 A-27.652.684/0001-62,Lajes Comerciais,-,GENIAL INVESTIMENTOS,Fii,
SPVJ11,Succespar Varejo,https://files.bastter.com/fii/SPVJ11.gif,F-27.538.422/0001-71 A-22.610.500/0001-88,Shopping/Varejo,-,VÓRTX,Fii,
STFI11,Santander Recebíveis Imobiliários,https://files.bastter.com/fii/STFI11.gif,-,Recebíveis Imobiliários,-,Santander Securities Services,Fii,
STRX11,StarX,https://files.bastter.com/fii/STRX11.gif,F-11.044.355/0001-07 A-36.113.876/0001-91,Shopping/Varejo,-,OLIVEIRA TRUST,Fii,
TBOF11,TB Office,https://files.bastter.com/fii/TBOF11.gif,F-17.365.105/0001-47 A-59.281.253/0001-23,Lajes Comerciais,-,BTG PACTUAL,Fii,
TCPF11,Treecorp Real Estate I,https://files.bastter.com/fii/TCPF11.gif,F-26.990.011/0001-50 A-44.077.014/0001-89,Incorporação,-,BR-CAPITAL DTVM,Fii,
TELD11,Tellus Desenvolvimento Logístico,https://files.bastter.com/fii/TELD11.gif,F-36.200.701/0001-11 A-13.486.793/0001-42,Logisticos,-,BRL TRUST,Fii,
TEPP11,Tellus Properties,https://files.bastter.com/fii/TEPP11.gif,F-26.681.370/0001-25 A-13.486.793/0001-42,Lajes Comerciais,-,BRL TRUST,Fii,
TFOF11,Hedge TOP FOFII,https://files.bastter.com/fii/TFOF11.gif,F-20.834.884/0001-97 A-07.253.654/0001-76,Fundo de Fundos,-,HEDGE INVESTMENTS,Fii,
TGAR11,TG Ativo Real,https://files.bastter.com/fii/TGAR11.gif,F-25.032.881/0001-53 A-22.610.500/0001-88,Incorporação,-,VÓRTX,Fii,
THRA11,BM Cyrela Thera Corporate,https://files.bastter.com/fii/THRA11.gif,F-13.966.653/0001-71 A-59.281.253/0001-23,Lajes Comerciais,-,BTG PACTUAL,Fii,
TORD11,TORDESILHAS EI,https://files.bastter.com/fii/TORD11.gif,F-30.230.870/0001-18 A-22.610.500/0001-88,Híbrido,-,VÓRTX,Fii,
TORM11,Tourmalet I,https://files.bastter.com/fii/TORM11.gif,F-26.395.660/0001-02 A-22.610.500/0001-88,Incorporação,-,VÓRTX,Fii,
TOUR11,Tourmalet II,https://files.bastter.com/fii/TOUR11.gif,F-30.578.316/0001-26 A-22.610.500/0001-88,Incorporação,-,VÓRTX,Fii,
TRNT11,Torre Norte,https://files.bastter.com/fii/TRNT11.gif,F-04.722.883/0001-02 A-59.281.253/0001-23,Lajes Comerciais,-,BTG PACTUAL,Fii,
TRXB11,TRX Real Estate II,https://files.bastter.com/fii/TRXB11.gif,F-36.368.925/0001-37 A-13.486.793/0001-42,Logisticos,-,BRL TRUST,Fii,
TRXF11,TRX Real Estate,https://files.bastter.com/fii/TRXF11.gif,F-28.548.288/0001-52 A-13.486.793/0001-42,Logisticos,-,BRL TRUST,Fii,
TSNC11,Transinc,https://files.bastter.com/fii/TSNC11.gif,F-17.007.443/0001-07 A-59.281.253/0001-23,Lajes Comerciais,-,BTG PACTUAL,Fii,
UBSR11,UBS BR Recebíveis,https://files.bastter.com/fii/UBSR11.gif,-,Recebíveis Imobiliários,-,BRL TRUST,Fii,
URBN11,Urbaniza,https://files.bastter.com/fii/URBN11.gif,-,Incorporação,-,FOCO DTVM,Fii,
URPR11,Urca Prime Renda,https://files.bastter.com/fii/URPR11.gif,F-34.508.872/0001-87 A-22.610.500/0001-88,Híbrido,-,VÓRTX,Fii,
VCJR11,Vectis Juros Real,https://files.bastter.com/fii/VCJR11.gif,F-32.400.250/0001-05 A-62.418.140/0001-31,Recebíveis Imobiliários,-,INTRAG,Fii,
VERE11,VEREDA,https://files.bastter.com/fii/VERE11.gif,F-08.693.497/0001-82 A-22.610.500/0001-88,Lajes Comerciais,-,VÓRTX,Fii,
VGIP11,Valora CRI Índice de Preço,https://files.bastter.com/fii/VGIP11.gif,F-34.197.811/0001-46 A-59.281.253/0001-23,Recebíveis Imobiliários,-,BTG PACTUAL,Fii,
VGIR11,VALORA RE III,https://files.bastter.com/fii/VGIR11.gif,F-29.852.732/0001-91 A-59.281.253/0001-23,Recebíveis Imobiliários,-,BTG PACTUAL,Fii,
VIDS11,Vic Desenvolvimento - Vintage 20/21,https://files.bastter.com/fii/VIDS11.gif,F-32.527.552/0001-49 A-45.246.410/0001-55,Incorporação,-,BRASIL PLURAL,Fii,
VIFI11,Vinci Instrumentos Financeiros,https://files.bastter.com/fii/VIFI11.gif,F-31.547.855/0001-60 A-13.486.793/0001-42,Recebíveis Imobiliários,-,BRL Trust DTVM,Fii,
VILG11,Vinci Logística,https://files.bastter.com/fii/VILG11.gif,F-24.853.044/0001-22 A-13.486.793/0001-42,Logisticos,-,BRL Trust DTVM,Fii,
